Date,Symbol,Close
11/28/14,STT,76.73
12/1/14,STT,76.02
12/2/14,STT,77.42
12/3/14,STT,78.35
12/4/14,STT,78.28
12/5/14,STT,79.28
12/8/14,STT,79.72
12/9/14,STT,79.6
12/10/14,STT,78.38
12/11/14,STT,78.2
12/12/14,STT,75.24
12/15/14,STT,75.42
12/16/14,STT,74.89
12/17/14,STT,76.86
12/18/14,STT,79.47
12/19/14,STT,79.73
12/22/14,STT,79.66
12/23/14,STT,80.33
12/24/14,STT,80.07
12/26/14,STT,79.9
12/29/14,STT,79.91
12/30/14,STT,79.21
12/31/14,STT,78.5
1/2/15,STT,78.35
1/5/15,STT,77.05
1/6/15,STT,74.85
1/7/15,STT,75.55
1/8/15,STT,77.15
1/9/15,STT,76.03
1/12/15,STT,75.37
1/13/15,STT,75.19
1/14/15,STT,73.35
1/15/15,STT,72.78
1/16/15,STT,73.66
1/20/15,STT,73.2
1/21/15,STT,74.74
1/22/15,STT,77.09
1/23/15,STT,72.4
1/26/15,STT,73.28
1/27/15,STT,72.54
1/28/15,STT,71.28
1/29/15,STT,71.8
1/30/15,STT,71.51
2/2/15,STT,72.98
2/3/15,STT,74.62
2/4/15,STT,73.77
2/5/15,STT,74.69
2/6/15,STT,76.12
2/9/15,STT,76.16
2/10/15,STT,77.27
2/11/15,STT,76.99
2/12/15,STT,77.39
2/13/15,STT,76.93
2/17/15,STT,77.27
2/18/15,STT,76.25
2/19/15,STT,76.54
2/20/15,STT,77.63
2/23/15,STT,77.1
2/24/15,STT,78.21
2/25/15,STT,76.91
2/26/15,STT,74.81
2/27/15,STT,74.45
3/2/15,STT,75.57
3/3/15,STT,75.37
3/4/15,STT,75.13
3/5/15,STT,74.67
3/6/15,STT,72.81
3/9/15,STT,73.57
3/10/15,STT,71.34
3/11/15,STT,72.42
3/12/15,STT,73.67
3/13/15,STT,73.41
3/16/15,STT,74.9
3/17/15,STT,75.56
3/18/15,STT,75.13
3/19/15,STT,74.83
3/20/15,STT,76.24
3/23/15,STT,75.57
3/24/15,STT,74.75
3/25/15,STT,73.27
3/26/15,STT,73.65
3/27/15,STT,73.47
3/30/15,STT,73.88
3/31/15,STT,73.53
4/1/15,STT,73.45
4/2/15,STT,73.97
4/6/15,STT,74.65
4/7/15,STT,75.2
4/8/15,STT,75.78
4/9/15,STT,76.22
4/10/15,STT,76.35
4/13/15,STT,76.65
4/14/15,STT,76.39
4/15/15,STT,76.53
4/16/15,STT,76.44
4/17/15,STT,75.68
4/20/15,STT,76.28
4/21/15,STT,76.67
4/22/15,STT,77.93
4/23/15,STT,78.19
4/24/15,STT,76.36
4/27/15,STT,76.93
4/28/15,STT,77.48
4/29/15,STT,77.65
4/30/15,STT,77.12
5/1/15,STT,77.65
5/4/15,STT,78.74
5/5/15,STT,78.75
5/6/15,STT,78.01
5/7/15,STT,78.17
5/8/15,STT,78.75
5/11/15,STT,78.02
5/12/15,STT,77.76
5/13/15,STT,78
5/14/15,STT,77.72
5/15/15,STT,77.85
5/18/15,STT,78.69
5/19/15,STT,79.11
5/20/15,STT,78.95
5/21/15,STT,78.9
